Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
564	 0.89873124	 1572.1401	 3.25	 20.892366	 907.11225	 Fe hcp (Smith)
564	 0.89873124	 1572.1401	 3.25	 11.199431	 907.11225	 Si PPv (Sakai)
565	 0.91368376	 1530.4549	 3.3247115	 11.090167	 898.56764	 Si PPv (Sakai)
566	 0.92897271	 1488.6775	 3.4028942	 10.979189	 889.87739	 Si PPv (Sakai)
567	 0.94392017	 1448.6235	 3.481077	 10.871349	 881.42143	 Si PPv (Sakai)
568	 0.9610068	 1403.752	 3.5725568	 10.748794	 871.79762	 Si PPv (Sakai)
569	 0.97768973	 1360.8413	 3.6640367	 10.629794	 862.43829	 Si PPv (Sakai)
570	 0.99399813	 1319.7172	 3.7555165	 10.514021	 853.31855	 Si PPv (Sakai)
571	 1.0099581	 1280.2281	 3.8469964	 10.401189	 844.41657	 Si PPv (Sakai)
572	 1.0281064	 1236.1983	 3.953352	 10.273372	 834.3153	 Si PPv (Sakai)
573	 1.0458485	 1194.0183	 4.0597077	 10.148839	 824.45568	 Si PPv (Sakai)
574	 1.0632141	 1153.5304	 4.1660633	 10.027284	 814.81428	 Si PPv (Sakai)
575	 1.0802298	 1114.5969	 4.2724189	 9.9084381	 805.37042	 Si PPv (Sakai)
576	 1.0994824	 1071.3979	 4.3952824	 9.7742049	 794.68266	 Si PPv (Sakai)
577	 1.1183333	 1029.9491	 4.5181458	 9.6429415	 784.20886	 Si PPv (Sakai)
578	 1.1368126	 990.10848	 4.6410093	 9.5143595	 773.9267	 Si PPv (Sakai)
579	 1.1549473	 951.75121	 4.7638727	 9.3882028	 763.81626	 Si PPv (Sakai)
580	 1.175706	 908.72077	 4.9072446	 9.2437495	 752.21144	 Si PPv (Sakai)
581	 1.1960639	 867.4077	 5.0506165	 9.1019615	 740.79048	 Si PPv (Sakai)
582	 1.2160528	 827.67802	 5.1939884	 8.9625475	 729.53031	 Si PPv (Sakai)
583	 1.2357016	 789.41399	 5.3373604	 8.8252454	 718.40998	 Si PPv (Sakai)
584	 1.2550366	 752.51161	 5.4807323	 8.6898167	 707.41024	 Si PPv (Sakai)
585	 1.2740819	 716.87858	 5.6241042	 8.5560427	 696.51326	 Si PPv (Sakai)
586	 1.2928598	 682.4326	 5.7674761	 8.4237211	 685.70232	 Si PPv (Sakai)
587	 1.311391	 649.10002	 5.910848	 8.292663	 674.96162	 Si PPv (Sakai)
588	 1.3296947	 616.81463	 6.0542199	 8.1626905	 664.27602	 Si PPv (Sakai)
589	 1.347789	 585.51674	 6.1975918	 8.0336338	 653.63087	 Si PPv (Sakai)
590	 1.3656908	 555.15238	 6.3409637	 7.9053301	 643.01185	 Si PPv (Sakai)
591	 1.3834164	 525.67255	 6.4843356	 7.7776207	 632.40477	 Si PPv (Sakai)
592	 1.4007433	 497.41643	 6.6257594	 7.652077	 621.93966	 Si PPv (Sakai)
593	 1.4179279	 469.93859	 6.7671831	 7.5268113	 611.45851	 Si PPv (Sakai)
594	 1.4347904	 443.5036	 6.9069972	 7.4030984	 601.06699	 Si PPv (Sakai)
595	 1.4513076	 418.11637	 7.0448653	 7.281087	 590.77732	 Si PPv (Sakai)
596	 1.4674565	 393.78012	 7.1804539	 7.1609317	 580.60238	 Si PPv (Sakai)
597	 1.4832149	 370.49512	 7.3134411	 7.0427873	 570.5553	 Si PPv (Sakai)
598	 1.4985651	 348.25352	 7.4435494	 6.9267802	 560.64708	 Si PPv (Sakai)
599	 1.5134903	 327.04568	 7.5705144	 6.8130382	 550.88902	 Si PPv (Sakai)
600	 1.5279756	 306.85839	 7.6940972	 6.7016806	 541.29198	 Si PPv (Sakai)
601	 1.5420089	 287.67425	 7.8140911	 6.5928121	 531.86579	 Si PPv (Sakai)
602	 1.5555827	 269.46925	 7.9303413	 6.4865062	 522.61779	 Si PPv (Sakai)
603	 1.5686896	 252.22003	 8.042701	 6.3828438	 513.55622	 Si PPv (Sakai)
604	 1.5813271	 235.89677	 8.1510795	 6.2818697	 504.68635	 Si PPv (Sakai)
605	 1.5934971	 220.46553	 8.2554304	 6.1836014	 496.0112	 Si PPv (Sakai)
606	 1.6052018	 205.89271	 8.3557234	 6.0880546	 487.53381	 Si PPv (Sakai)
607	 1.6164453	 192.14391	 8.4519516	 5.9952351	 479.25642	 Si PPv (Sakai)
608	 1.6272347	 179.18232	 8.5441438	 5.905126	 471.1794	 Si PPv (Sakai)
609	 1.6375794	 166.97018	 8.6323552	 5.8176943	 463.30172	 Si PPv (Sakai)
610	 1.6474885	 155.47129	 8.7166484	 5.7329085	 455.62252	 Si PPv (Sakai)
611	 1.6569692	 144.65378	 8.797072	 5.6507592	 448.14306	 Si PPv (Sakai)
612	 1.6660016	 134.51682	 8.8734553	 5.5714759	 440.88656	 Si PPv (Sakai)
613	 1.6744013	 125.23948	 8.9442502	 5.4967782	 434.01425	 Si PPv (Sakai)
614	 1.6810485	 118.0009	 9.0000928	 5.4369511	 428.48431	 Si PPv (Sakai)
615	 1.682912	 115.98805	 9.0157172	 5.420059	 426.91868	 Si PPv (Sakai)
616	 1.6832849	 115.58613	 9.018842	 5.4166722	 426.60455	 Si PPv (Sakai)
627	 1.6833781	 115.48568	 9.0196233	 5.4158251	 426.52597	 Si PPv (Sakai)
627	 1.6833781	 115.48568	 9.0196233	 5.3807352	 426.52597	 Brg (Oganov)
637	 1.6835904	 115.25857	 9.02139	 5.3788949	 426.35215	 Brg (Oganov)
638	 1.6838653	 114.96449	 9.0236785	 5.3765098	 426.12689	 Brg (Oganov)
639	 1.6844153	 114.37668	 9.0282556	 5.3717362	 425.67601	 Brg (Oganov)
640	 1.6855158	 113.20246	 9.0374098	 5.3621741	 424.77278	 Brg (Oganov)
641	 1.6877182	 110.85966	 9.0557181	 5.3429901	 422.96032	 Brg (Oganov)
642	 1.6921296	 106.19649	 9.0923348	 5.304376	 419.31068	 Brg (Oganov)
643	 1.7005543	 97.400876	 9.1620466	 5.2299019	 412.26503	 Brg (Oganov)
644	 1.7086046	 89.131849	 9.228373	 5.1577792	 405.43153	 Brg (Oganov)
645	 1.7162951	 81.357519	 9.2914473	 5.0879349	 398.80183	 Brg (Oganov)
646	 1.7236405	 74.047277	 9.3514065	 5.0202924	 392.36734	 Brg (Oganov)
647	 1.7306553	 67.172313	 9.4083856	 4.9547768	 386.1197	 Brg (Oganov)
648	 1.7373549	 60.704308	 9.4625277	 4.8913028	 380.04963	 Brg (Oganov)
649	 1.7437525	 54.618142	 9.5139597	 4.8298013	 374.14949	 Brg (Oganov)
650	 1.749862	 48.889404	 9.5628125	 4.7701967	 368.41106	 Brg (Oganov)
651	 1.7556961	 43.495827	 9.6092079	 4.7124219	 362.82702	 Brg (Oganov)
652	 1.7612654	 38.417818	 9.6532521	 4.656426	 357.39169	 Brg (Oganov)
653	 1.7665683	 33.647813	 9.6949531	 4.6022855	 352.11193	 Brg (Oganov)
654	 1.7715264	 29.246141	 9.7337226	 4.5508847	 347.07434	 Brg (Oganov)
655	 1.7756135	 25.660485	 9.7655135	 4.5079061	 342.84143	 Brg (Oganov)
656	 1.7769672	 24.481483	 9.7760082	 4.4935439	 341.42237	 Brg (Oganov)
657	 1.7772382	 24.245962	 9.7781072	 4.4906607	 341.13722	 Brg (Oganov)
668	 1.777306	 24.187096	 9.7786319	 4.4899394	 341.06586	 Brg (Oganov)
668	 1.777306	 24.187096	 9.7786319	 3.9533387	 341.06586	 Rwd (Dorogokupets)
683	 1.7776896	 23.89387	 9.7812467	 3.9491877	 340.68919	 Rwd (Dorogokupets)
684	 1.779929	 22.18938	 9.796477	 3.9248279	 338.46834	 Rwd (Dorogokupets)
685	 1.7842044	 18.969287	 9.8253959	 3.8776832	 334.11947	 Rwd (Dorogokupets)
686	 1.7882746	 15.945692	 9.8527269	 3.8319746	 329.83841	 Rwd (Dorogokupets)
687	 1.7920342	 13.189657	 9.8777918	 3.7889847	 325.75313	 Rwd (Dorogokupets)
688	 1.7948538	 11.146312	 9.8964707	 3.7562277	 322.60156	 Rwd (Dorogokupets)
689	 1.7954196	 10.738722	 9.9002065	 3.7495984	 321.95965	 Rwd (Dorogokupets)
700	 1.7955612	 10.636881	 9.9011404	 3.747937	 321.79855	 Rwd (Dorogokupets)
700	 1.7955612	 10.636881	 9.9011404	 3.6693153	 321.79855	 Wds (Dorogokupets)
713	 1.7958821	 10.411041	 9.9032123	 3.6654105	 321.43717	 Wds (Dorogokupets)
725	 1.7959876	 10.336838	 9.9038932	 3.6641249	 321.31801	 Wds (Dorogokupets)
725	 1.7959876	 10.336838	 9.9038932	 3.4535919	 321.31801	 Fo/Ol (Dorogokupets)
735	 1.7963661	 10.08625	 9.9061938	 3.4485137	 320.88579	 Fo/Ol (Dorogokupets)
736	 1.797053	 9.6324872	 9.9103632	 3.4392603	 320.09443	 Fo/Ol (Dorogokupets)
737	 1.7984309	 8.7264715	 9.918702	 3.4205559	 318.47972	 Fo/Ol (Dorogokupets)
738	 1.8010616	 7.0122424	 9.9345305	 3.3842897	 315.29071	 Fo/Ol (Dorogokupets)
739	 1.8035775	 5.392207	 9.9495517	 3.3488836	 312.1016	 Fo/Ol (Dorogokupets)
740	 1.8059812	 3.8624254	 9.9637927	 3.3143484	 308.91709	 Fo/Ol (Dorogokupets)
741	 1.8082651	 2.4255107	 9.9772202	 3.2808476	 305.75664	 Fo/Ol (Dorogokupets)
742	 1.8103461	 1.1305085	 9.9893645	 3.2496965	 302.75343	 Fo/Ol (Dorogokupets)
743	 1.8117854	 0.24293953	 9.9977119	 3.2277802	 300.60261	 Fo/Ol (Dorogokupets)
744	 1.812102	 0.048583369	 9.9995424	 3.2229164	 300.12098	 Fo/Ol (Dorogokupets)
757	 1.8121812	 1e-05	 10	 3.2216971	 300	 Fo/Ol (Dorogokupets)

