Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
581	 1.1166177	 3191.3357	 7.3725597	 14.682344	 1174.7271	 Si PPv (Sakai)
582	 1.1370204	 3081.8835	 7.5787812	 14.480325	 1159.4131	 Si PPv (Sakai)
583	 1.1569844	 2977.1217	 7.7850027	 14.283538	 1144.4747	 Si PPv (Sakai)
584	 1.1765422	 2876.652	 7.9912243	 14.091502	 1129.8764	 Si PPv (Sakai)
585	 1.1957232	 2780.1265	 8.1974458	 13.903794	 1115.587	 Si PPv (Sakai)
586	 1.2175591	 2672.5834	 8.436921	 13.690755	 1099.3445	 Si PPv (Sakai)
587	 1.2389598	 2569.5297	 8.6763962	 13.482529	 1083.4427	 Si PPv (Sakai)
588	 1.2599589	 2470.6005	 8.9158713	 13.278657	 1067.8474	 Si PPv (Sakai)
589	 1.2805868	 2375.4762	 9.1553465	 13.078734	 1052.5286	 Si PPv (Sakai)
590	 1.3041577	 2269.2099	 9.4339916	 12.850599	 1035.0159	 Si PPv (Sakai)
591	 1.3273026	 2167.3253	 9.7126366	 12.62681	 1017.8024	 Si PPv (Sakai)
592	 1.3500569	 2069.482	 9.9912816	 12.406911	 1000.8535	 Si PPv (Sakai)
593	 1.3724531	 1975.3811	 10.269927	 12.190494	 984.13833	 Si PPv (Sakai)
594	 1.3945209	 1884.7584	 10.548572	 11.977189	 967.62849	 Si PPv (Sakai)
595	 1.4162874	 1797.3795	 10.827217	 11.766658	 951.29795	 Si PPv (Sakai)
596	 1.437778	 1713.0354	 11.105862	 11.558592	 935.12252	 Si PPv (Sakai)
597	 1.4590161	 1631.5392	 11.384507	 11.3527	 919.07951	 Si PPv (Sakai)
598	 1.480024	 1552.7226	 11.663152	 11.148714	 903.14744	 Si PPv (Sakai)
599	 1.5008222	 1476.4341	 11.941797	 10.946378	 887.30578	 Si PPv (Sakai)
600	 1.5214306	 1402.5367	 12.220442	 10.745448	 871.53468	 Si PPv (Sakai)
601	 1.5418679	 1330.906	 12.499087	 10.545692	 855.81475	 Si PPv (Sakai)
602	 1.5621523	 1261.429	 12.777732	 10.346881	 840.12687	 Si PPv (Sakai)
603	 1.5820518	 1194.8269	 13.052919	 10.151246	 824.64641	 Si PPv (Sakai)
604	 1.6018356	 1130.1338	 13.328107	 9.9561015	 809.15997	 Si PPv (Sakai)
605	 1.6213104	 1067.9268	 13.600364	 9.7633071	 793.81396	 Si PPv (Sakai)
606	 1.640445	 1008.2285	 13.868991	 9.5731417	 778.63006	 Si PPv (Sakai)
607	 1.6592087	 951.05283	 14.133305	 9.3858836	 763.63017	 Si PPv (Sakai)
608	 1.6775753	 896.39401	 14.3927	 9.2017707	 748.83324	 Si PPv (Sakai)
609	 1.6955179	 844.24421	 14.646569	 9.021057	 734.25975	 Si PPv (Sakai)
610	 1.7130138	 794.57879	 14.894384	 8.8439592	 719.92748	 Si PPv (Sakai)
611	 1.7300416	 747.36669	 15.135653	 8.6706886	 705.85406	 Si PPv (Sakai)
612	 1.7465829	 702.56637	 15.369947	 8.5014339	 692.05558	 Si PPv (Sakai)
613	 1.7626272	 660.11323	 15.596973	 8.3363061	 678.54207	 Si PPv (Sakai)
614	 1.7781627	 619.94706	 15.816443	 8.1754376	 665.32555	 Si PPv (Sakai)
615	 1.7931864	 581.98615	 16.02821	 8.0188765	 652.41134	 Si PPv (Sakai)
616	 1.8076948	 546.1517	 16.232146	 7.8666776	 639.80552	 Si PPv (Sakai)
617	 1.8216869	 512.36181	 16.428177	 7.7188772	 627.5128	 Si PPv (Sakai)
618	 1.8351675	 480.52329	 16.616331	 7.5754519	 615.5331	 Si PPv (Sakai)
619	 1.8481445	 450.54049	 16.796691	 7.4363514	 603.86419	 Si PPv (Sakai)
620	 1.8606254	 422.32221	 16.969354	 7.3015281	 592.50413	 Si PPv (Sakai)
621	 1.8726215	 395.77375	 17.134479	 7.1708988	 581.44803	 Si PPv (Sakai)
622	 1.8841432	 370.80674	 17.292225	 7.0443902	 570.6919	 Si PPv (Sakai)
623	 1.8952044	 347.32948	 17.442808	 6.9218899	 560.22843	 Si PPv (Sakai)
624	 1.9058165	 325.26084	 17.586416	 6.803318	 550.05306	 Si PPv (Sakai)
625	 1.9159949	 304.51476	 17.723299	 6.688545	 540.15699	 Si PPv (Sakai)
626	 1.9257527	 285.01478	 17.85368	 6.5774705	 530.53387	 Si PPv (Sakai)
627	 1.9351053	 266.68396	 17.977812	 6.4699678	 521.17503	 Si PPv (Sakai)
628	 1.9440666	 249.45182	 18.095936	 6.3659239	 512.07296	 Si PPv (Sakai)
629	 1.9526509	 233.2512	 18.208293	 6.2652234	 503.21985	 Si PPv (Sakai)
630	 1.9608712	 218.0201	 18.315116	 6.1677608	 494.60869	 Si PPv (Sakai)
631	 1.9687418	 203.69832	 18.416645	 6.0734205	 486.23157	 Si PPv (Sakai)
632	 1.9762762	 190.22909	 18.513116	 5.9820881	 478.08056	 Si PPv (Sakai)
633	 1.9834867	 177.5614	 18.604743	 5.8936676	 470.1493	 Si PPv (Sakai)
634	 1.9903854	 165.64661	 18.691741	 5.8080609	 462.43121	 Si PPv (Sakai)
635	 1.9969845	 154.43854	 18.774321	 5.725169	 454.91954	 Si PPv (Sakai)
636	 2.0032923	 143.89987	 18.852643	 5.644942	 447.61192	 Si PPv (Sakai)
637	 2.0092995	 134.02333	 18.926652	 5.5675557	 440.52676	 Si PPv (Sakai)
638	 2.0148783	 124.99204	 18.994856	 5.4947561	 433.82772	 Si PPv (Sakai)
639	 2.0192392	 118.02791	 19.047801	 5.437177	 428.50523	 Si PPv (Sakai)
640	 2.020523	 115.99369	 19.063326	 5.4201065	 426.92308	 Si PPv (Sakai)
641	 2.0207801	 115.58727	 19.06643	 5.4166818	 426.60544	 Si PPv (Sakai)
652	 2.0208444	 115.48568	 19.067207	 5.4158251	 426.52597	 Si PPv (Sakai)
652	 2.0208444	 115.48568	 19.067207	 5.3807352	 426.52597	 Brg (Oganov)
666	 2.0213698	 114.66135	 19.073508	 5.3740491	 425.89447	 Brg (Oganov)
667	 2.0221307	 113.46983	 19.082624	 5.3643544	 424.97874	 Brg (Oganov)
668	 2.0279304	 104.46891	 19.151793	 5.2899212	 417.9439	 Brg (Oganov)
669	 2.0334772	 95.996439	 19.217403	 5.2178015	 411.11931	 Brg (Oganov)
670	 2.0387815	 88.019916	 19.279628	 5.1479148	 404.49597	 Brg (Oganov)
671	 2.043854	 80.50789	 19.338643	 5.0801744	 398.06435	 Brg (Oganov)
672	 2.0487046	 73.431578	 19.394611	 5.0145026	 391.81587	 Brg (Oganov)
673	 2.0533425	 66.764354	 19.447685	 4.9508276	 385.74255	 Brg (Oganov)
674	 2.0577774	 60.480347	 19.498018	 4.8890711	 379.83587	 Brg (Oganov)
675	 2.0620187	 54.554974	 19.545761	 4.8291534	 374.08723	 Brg (Oganov)
676	 2.0660749	 48.966198	 19.591047	 4.7710074	 368.48925	 Brg (Oganov)
677	 2.069954	 43.693731	 19.634003	 4.7145718	 363.03523	 Brg (Oganov)
678	 2.073662	 38.720506	 19.674732	 4.6598098	 357.72085	 Brg (Oganov)
679	 2.0771999	 34.036965	 19.71328	 4.6067616	 352.54942	 Brg (Oganov)
680	 2.0805234	 29.692567	 19.749206	 4.5561644	 347.59298	 Brg (Oganov)
681	 2.0833293	 26.066957	 19.779314	 4.5128306	 343.32746	 Brg (Oganov)
682	 2.0845024	 24.562764	 19.79184	 4.4945378	 341.52065	 Brg (Oganov)
683	 2.0847374	 24.262218	 19.794345	 4.4908599	 341.15692	 Brg (Oganov)
695	 2.0847962	 24.187096	 19.794972	 4.4899394	 341.06586	 Brg (Oganov)
695	 2.0847962	 24.187096	 19.794972	 3.9533387	 341.06586	 Rwd (Dorogokupets)
705	 2.085362	 23.551305	 19.800275	 3.9443236	 340.24716	 Rwd (Dorogokupets)
706	 2.0868426	 21.895227	 19.814108	 3.9205834	 338.07956	 Rwd (Dorogokupets)
707	 2.0896714	 18.762524	 19.840358	 3.8746034	 333.83302	 Rwd (Dorogokupets)
708	 2.0923684	 15.814544	 19.865158	 3.8299585	 329.6481	 Rwd (Dorogokupets)
709	 2.094858	 13.127189	 19.887852	 3.7879948	 325.65838	 Rwd (Dorogokupets)
710	 2.0967048	 11.155197	 19.904557	 3.7563718	 322.6155	 Rwd (Dorogokupets)
711	 2.0970954	 10.740515	 19.908075	 3.7496277	 321.96248	 Rwd (Dorogokupets)
722	 2.0971931	 10.636881	 19.908955	 3.747937	 321.79855	 Rwd (Dorogokupets)
722	 2.0971931	 10.636881	 19.908955	 3.6693153	 321.79855	 Wds (Dorogokupets)
737	 2.0974093	 10.412631	 19.910859	 3.665438	 321.43972	 Wds (Dorogokupets)
749	 2.0974824	 10.336838	 19.911503	 3.6641249	 321.31801	 Wds (Dorogokupets)
749	 2.0974824	 10.336838	 19.911503	 3.4535919	 321.31801	 Fo/Ol (Dorogokupets)
764	 2.0994096	 8.4658109	 19.927415	 3.4151167	 318.00636	 Fo/Ol (Dorogokupets)
765	 2.1011525	 6.7935552	 19.941675	 3.3795767	 314.87055	 Fo/Ol (Dorogokupets)
766	 2.1028212	 5.2105766	 19.955209	 3.3448411	 311.73264	 Fo/Ol (Dorogokupets)
767	 2.1044173	 3.7132548	 19.968041	 3.31092	 308.59691	 Fo/Ol (Dorogokupets)
768	 2.1059334	 2.3064289	 19.980127	 3.2780223	 305.48684	 Fo/Ol (Dorogokupets)
769	 2.1073048	 1.0471598	 19.990968	 3.2476586	 302.55476	 Fo/Ol (Dorogokupets)
770	 2.108188	 0.24291018	 19.997903	 3.2277794	 300.60253	 Fo/Ol (Dorogokupets)
771	 2.1084023	 0.048582195	 19.999581	 3.2229163	 300.12098	 Fo/Ol (Dorogokupets)
784	 2.1084559	 1e-05	 20	 3.2216971	 300	 Fo/Ol (Dorogokupets)

