Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
528	 0.55644397	 135.40882	 0.36164662	 5.5785472	 441.53532	 Si PPv (Sakai)
529	 0.56638821	 131.39062	 0.3711651	 5.5465427	 438.59656	 Si PPv (Sakai)
530	 0.57604881	 127.54381	 0.38068358	 5.5155329	 435.74303	 Si PPv (Sakai)
531	 0.5854469	 123.85216	 0.39020206	 5.4854205	 432.96622	 Si PPv (Sakai)
532	 0.59460126	 120.30168	 0.39972055	 5.4561209	 430.25875	 Si PPv (Sakai)
533	 0.60260036	 117.23412	 0.40823843	 5.4305297	 427.88937	 Si PPv (Sakai)
534	 0.60628185	 115.83283	 0.41222182	 5.4187516	 426.79742	 Si PPv (Sakai)
535	 0.60701376	 115.55501	 0.4130185	 5.4164098	 426.58021	 Si PPv (Sakai)
536	 0.60715997	 115.49954	 0.41317783	 5.415942	 426.53681	 Si PPv (Sakai)
546	 0.60719651	 115.48568	 0.41321767	 5.4158251	 426.52597	 Si PPv (Sakai)
546	 0.60719651	 115.48568	 0.41321767	 5.3807352	 426.52597	 Brg (Oganov)
556	 0.60741409	 115.4037	 0.41345339	 5.380071	 426.46323	 Brg (Oganov)
557	 0.6077297	 115.28481	 0.41379556	 5.3791075	 426.37224	 Brg (Oganov)
558	 0.60898943	 114.81075	 0.41516424	 5.3752621	 426.00905	 Brg (Oganov)
559	 0.61891593	 111.1005	 0.42611369	 5.3449688	 423.14729	 Brg (Oganov)
560	 0.62858696	 107.52729	 0.43706315	 5.3154554	 420.35807	 Brg (Oganov)
561	 0.63963284	 103.49363	 0.44991135	 5.2817243	 417.1687	 Brg (Oganov)
562	 0.65037623	 99.616489	 0.46275955	 5.2488717	 414.0606	 Brg (Oganov)
563	 0.66083942	 95.881862	 0.47560775	 5.2168117	 411.02558	 Brg (Oganov)
564	 0.67104225	 92.277603	 0.48845594	 5.1854692	 408.05646	 Brg (Oganov)
565	 0.68255667	 88.252307	 0.50333632	 5.1499798	 404.69183	 Brg (Oganov)
566	 0.69377011	 84.373355	 0.5182167	 5.1152749	 401.39855	 Brg (Oganov)
567	 0.70470437	 80.628319	 0.53309707	 5.081276	 398.16905	 Brg (Oganov)
568	 0.71537892	 77.006353	 0.54797745	 5.0479139	 394.99664	 Brg (Oganov)
569	 0.72760374	 72.898161	 0.56544822	 5.0094745	 391.33686	 Brg (Oganov)
570	 0.73951981	 68.933092	 0.58291899	 4.9717411	 387.73904	 Brg (Oganov)
571	 0.75114962	 65.099446	 0.60038976	 4.9346362	 384.19559	 Brg (Oganov)
572	 0.76251327	 61.38699	 0.61786054	 4.8980912	 380.6997	 Brg (Oganov)
573	 0.77362885	 57.786715	 0.63533131	 4.8620444	 377.24519	 Brg (Oganov)
574	 0.78607907	 53.789837	 0.65534609	 4.8212896	 373.33131	 Brg (Oganov)
575	 0.79824718	 49.919197	 0.67536086	 4.7810405	 369.45665	 Brg (Oganov)
576	 0.81015302	 46.165504	 0.69537564	 4.7412287	 365.61411	 Brg (Oganov)
577	 0.82181454	 42.520547	 0.71539042	 4.701792	 361.79706	 Brg (Oganov)
578	 0.83324799	 38.977034	 0.73540519	 4.6626729	 357.99928	 Brg (Oganov)
579	 0.84446819	 35.528457	 0.75541997	 4.6238178	 354.21483	 Brg (Oganov)
580	 0.85548868	 32.168983	 0.77543475	 4.5851766	 350.438	 Brg (Oganov)
581	 0.86617838	 28.936594	 0.79518214	 4.5472148	 346.71366	 Brg (Oganov)
582	 0.87564404	 26.095964	 0.81293902	 4.5131815	 343.36208	 Brg (Oganov)
583	 0.88076827	 24.566694	 0.82265662	 4.4945858	 341.5254	 Brg (Oganov)
584	 0.88178851	 24.26293	 0.82460013	 4.4908686	 341.15778	 Brg (Oganov)
585	 0.88199237	 24.20226	 0.82498884	 4.4901252	 341.08424	 Brg (Oganov)
595	 0.88204333	 24.187096	 0.82508601	 4.4899394	 341.06586	 Brg (Oganov)
595	 0.88204333	 24.187096	 0.82508601	 3.9533387	 341.06586	 Rwd (Dorogokupets)
608	 0.88211576	 24.168122	 0.82520763	 3.9530704	 341.04153	 Rwd (Dorogokupets)
609	 0.88244836	 24.081003	 0.82576631	 3.9518381	 340.92975	 Rwd (Dorogokupets)
610	 0.88311314	 23.906981	 0.82688368	 3.9493735	 340.70606	 Rwd (Dorogokupets)
611	 0.88444094	 23.559802	 0.8291184	 3.9444445	 340.25815	 Rwd (Dorogokupets)
612	 0.88708959	 22.868872	 0.83358785	 3.9345866	 339.36016	 Rwd (Dorogokupets)
613	 0.89759429	 20.149723	 0.85146566	 3.8951423	 335.73783	 Rwd (Dorogokupets)
614	 0.90796206	 17.499062	 0.86934347	 3.8556395	 332.06286	 Rwd (Dorogokupets)
615	 0.91801849	 14.959376	 0.88689956	 3.8167408	 328.39732	 Rwd (Dorogokupets)
616	 0.92727428	 12.649255	 0.90323967	 3.7803972	 324.93018	 Rwd (Dorogokupets)
617	 0.93380017	 11.036301	 0.91486223	 3.7544416	 322.42875	 Rwd (Dorogokupets)
618	 0.93509982	 10.716645	 0.91718674	 3.7492384	 321.92475	 Rwd (Dorogokupets)
619	 0.93535953	 10.652829	 0.91765165	 3.7481973	 321.8238	 Rwd (Dorogokupets)
621	 0.93542185	 10.637519	 0.91776322	 3.7479474	 321.79956	 Rwd (Dorogokupets)
629	 0.93542445	 10.636881	 0.91776787	 3.747937	 321.79855	 Rwd (Dorogokupets)
629	 0.93542445	 10.636881	 0.91776787	 3.6693153	 321.79855	 Wds (Dorogokupets)
646	 0.93643104	 10.394958	 0.91953321	 3.665132	 321.41136	 Wds (Dorogokupets)
647	 0.93662467	 10.348459	 0.919873	 3.6643263	 321.33669	 Wds (Dorogokupets)
657	 0.93667308	 10.336838	 0.91995794	 3.6641249	 321.31801	 Wds (Dorogokupets)
657	 0.93667308	 10.336838	 0.91995794	 3.4535919	 321.31801	 Fo/Ol (Dorogokupets)
668	 0.93693273	 10.278091	 0.92038752	 3.4524034	 321.21699	 Fo/Ol (Dorogokupets)
669	 0.94494301	 8.4782603	 0.93368315	 3.4153771	 318.02906	 Fo/Ol (Dorogokupets)
670	 0.95266922	 6.765321	 0.94658321	 3.3789667	 314.81608	 Fo/Ol (Dorogokupets)
671	 0.96011192	 5.1368566	 0.95907526	 3.3431959	 311.5822	 Fo/Ol (Dorogokupets)
672	 0.96725182	 3.5947958	 0.97111438	 3.3081895	 308.34138	 Fo/Ol (Dorogokupets)
673	 0.97397034	 2.1619697	 0.98248796	 3.2745844	 305.15785	 Fo/Ol (Dorogokupets)
674	 0.97957262	 0.98087141	 0.99200193	 3.2460349	 302.39628	 Fo/Ol (Dorogokupets)
675	 0.98310222	 0.24319651	 0.99800873	 3.2277866	 300.60324	 Fo/Ol (Dorogokupets)
676	 0.98403737	 0.048593633	 0.99960175	 3.2229166	 300.12101	 Fo/Ol (Dorogokupets)
677	 0.98422436	 0.0097245824	 0.99992035	 3.221941	 300.02422	 Fo/Ol (Dorogokupets)
689	 0.9842711	 1e-05	 1	 3.2216971	 300	 Fo/Ol (Dorogokupets)

