Phi_global	P_surf	H2O_kg_total	H2O_vmr	CO2_kg_total	CO2_vmr	O2_kg_total	O2_vmr	H2_vmr	CH4_vmr	CO_kg_total	CO_vmr	N2_vmr	S2_vmr	SO2_vmr	H2S_vmr
9.9789461890e-01	3.4832469424e+02	1.8016121603e+22	5.4924993886e-03	6.9634975582e+20	1.1260751576e-01	1.9937758072e+18	6.5110073133e-04	4.8447927172e-03	2.8767660013e-10	2.7824754270e+21	8.6865886512e-01	7.7303302293e-03	5.2921239547e-06	2.8708845986e-33	9.5581190553e-06
9.9782563801e-01	3.4832796670e+02	1.8016087890e+22	5.4931852747e-03	6.9629993235e+20	1.1260225628e-01	1.9956436655e+18	6.5170458892e-04	4.8454889825e-03	2.8767178062e-10	2.7825033661e+21	8.6866217119e-01	7.7302931577e-03	5.2945905048e-06	2.8708576273e-33	9.5601272638e-06
9.9775640824e-01	3.4833125196e+02	1.8016053997e+22	5.4938737235e-03	6.9624987149e+20	1.1259696784e-01	1.9975235246e+18	6.5231233019e-04	4.8461880685e-03	2.8766680116e-10	2.7825314392e+21	8.6866549711e-01	7.7302559000e-03	5.2970704403e-06	2.8708305510e-33	9.5621434842e-06
9.9768692799e-01	3.4833455003e+02	1.8016019927e+22	5.4945647554e-03	6.9619957629e+20	1.1259165103e-01	1.9994151976e+18	6.5292389389e-04	4.8468899836e-03	2.8766167344e-10	2.7825596442e+21	8.6866884233e-01	7.7302184587e-03	5.2995635873e-06	2.8708033696e-33	9.5641677527e-06
9.9761719582e-01	3.4833786105e+02	1.8015985676e+22	5.4952583836e-03	6.9614904253e+20	1.1258630519e-01	2.0013189489e+18	6.5353936599e-04	4.8475947520e-03	2.8765638888e-10	2.7825879838e+21	8.6867220738e-01	7.7301808304e-03	5.3020702000e-06	2.8707760822e-33	9.5662001295e-06
9.9754721073e-01	3.4834118522e+02	1.8015951234e+22	5.4959546107e-03	6.9609825714e+20	1.1258092816e-01	2.0032356033e+18	6.5415901516e-04	4.8483024154e-03	2.8765091363e-10	2.7826164653e+21	8.6867559413e-01	7.7301430043e-03	5.3045910616e-06	2.8707486868e-33	9.5682406990e-06
9.9747697158e-01	3.4834452293e+02	1.8015916580e+22	5.4966534323e-03	6.9604719604e+20	1.1257551592e-01	2.0051666684e+18	6.5478333284e-04	4.8490130429e-03	2.8764518383e-10	2.7826451030e+21	8.6867900606e-01	7.7301049604e-03	5.3071276041e-06	2.8707211802e-33	9.5702895917e-06
9.9740647731e-01	3.4834787476e+02	1.8015881682e+22	5.4973548336e-03	6.9599582217e+20	1.1257006223e-01	2.0071144667e+18	6.5541307616e-04	4.8497267339e-03	2.8763909976e-10	2.7826739181e+21	8.6868244858e-01	7.7300666683e-03	5.3096820306e-06	2.8706935580e-33	9.5723469875e-06
9.9733572603e-01	3.4835124150e+02	1.8015846498e+22	5.4980587977e-03	6.9594408343e+20	1.1256455838e-01	2.0090822524e+18	6.5604930599e-04	4.8504436312e-03	2.8763252191e-10	2.7827029411e+21	8.6868592928e-01	7.7300280848e-03	5.3122574332e-06	2.8706658133e-33	9.5744131475e-06
9.9726471701e-01	3.4835462416e+02	1.8015810970e+22	5.4987652836e-03	6.9589191180e+20	1.1255899288e-01	2.0110743031e+18	6.5669341696e-04	4.8511639057e-03	2.8762526487e-10	2.7827322114e+21	8.6868945816e-01	7.7299891538e-03	5.3148578573e-06	2.8706379380e-33	9.5764883645e-06
9.9719344797e-01	3.4835802403e+02	1.8015775026e+22	5.4994742532e-03	6.9583922127e+20	1.1255335128e-01	2.0130960074e+18	6.5734716592e-04	4.8518877848e-03	2.8761709681e-10	2.7827617790e+21	8.6869304778e-01	7.7299498043e-03	5.3174884099e-06	2.8706099215e-33	9.5785730434e-06
