config,Phi_global,H2O_vmr,CO2_vmr,O2_vmr,H2_vmr,CH4_vmr,CO_vmr,N2_vmr,S2_vmr,SO2_vmr,H2S_vmr,P_surf,fO2_shift_IW_derived,O_kg_total,O_res
S2_m5_IWp3_fixed,3.0134336952e-01,4.1716411461e-02,7.4386977663e-01,6.3489769393e-04,1.1384805492e-03,3.0374943192e-12,1.3853476434e-01,8.7405518880e-03,1.1837914579e-05,6.5339267632e-02,1.3992962158e-05,6.3064531581e+02,3.0000000000e+00,2.1751199551e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9921154349e-01,1.7193869537e-02,7.5129231437e-01,1.2335993243e-01,1.4688950827e-04,1.3863133135e-15,4.9282787166e-02,9.2179257789e-03,1.1725291341e-08,4.9506236671e-02,3.2220188518e-08,5.5032853297e+02,4.0000000000e+00,2.2423799168e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9761407860e-01,1.7653130720e-02,7.7041983300e-01,1.0151657257e-01,1.5080092372e-04,1.5529998586e-15,5.0100914525e-02,9.4586914639e-03,1.3596645264e-08,5.0700005943e-02,3.6636406296e-08,5.3945943915e+02,4.0000000000e+00,2.2354897182e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9622508943e-01,1.7922476602e-02,7.8026542029e-01,9.0283766923e-02,1.5310615883e-04,1.6637068166e-15,5.0484294327e-02,9.5789948299e-03,1.4813716674e-08,5.1311885893e-02,3.9518715323e-08,5.3432753082e+02,4.0000000000e+00,2.2320997824e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9402348681e-01,1.8251994208e-02,7.9221079511e-01,7.6704008022e-02,1.5594078598e-04,1.8286546986e-15,5.0907553550e-02,9.7282723958e-03,1.6636660290e-08,5.2041374847e-02,4.3772079967e-08,5.2936085789e+02,4.0000000000e+00,2.2280990750e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9409636379e-01,1.8283871620e-02,7.9215543655e-01,7.6733758852e-02,1.5621311369e-04,1.8339791632e-15,5.0904318655e-02,9.7228235598e-03,1.6632738738e-08,5.2043516512e-02,4.3837121267e-08,5.2924039348e+02,4.0000000000e+00,2.2281271975e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9409091336e-01,1.8276400522e-02,7.9174785395e-01,7.7192122709e-02,1.5614827819e-04,1.8289211167e-15,5.0890978433e-02,9.7175034245e-03,1.6564347106e-08,5.2018931759e-02,4.3688743709e-08,5.2946824303e+02,4.0000000000e+00,2.2282610363e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9408274014e-01,1.8265774009e-02,7.9116715597e-01,7.7845300470e-02,1.5605610346e-04,1.8217838891e-15,5.0871844696e-02,9.7099205862e-03,1.6467936867e-08,5.1983887552e-02,4.3479437907e-08,5.2979351092e+02,4.0000000000e+00,2.2284520336e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9407328623e-01,1.8253855725e-02,7.9051538326e-01,7.8578619284e-02,1.5595278640e-04,1.8138641907e-15,5.0850193132e-02,9.7014069694e-03,1.6361135513e-08,5.1944528571e-02,4.3247341128e-08,5.3015936689e+02,4.0000000000e+00,2.2286668439e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9406309899e-01,1.8241450306e-02,7.8983632885e-01,7.9342847250e-02,1.5584531502e-04,1.8057137790e-15,5.0827440480e-02,9.6925338419e-03,1.6251413867e-08,5.1903494027e-02,4.3008647045e-08,5.3054141852e+02,4.0000000000e+00,2.2288911365e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9405235037e-01,1.8228869460e-02,7.8914682179e-01,8.0119055325e-02,1.5573639338e-04,1.7975416830e-15,5.0804137574e-02,9.6835205642e-03,1.6141584882e-08,5.1861799312e-02,4.2769471227e-08,5.3093029280e+02,4.0000000000e+00,2.2291193948e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9404105812e-01,1.8216226885e-02,7.8845285732e-01,8.0900493672e-02,1.5562700595e-04,1.7894209793e-15,5.0780483946e-02,9.6744450657e-03,1.6032617931e-08,5.1819806878e-02,4.2531935259e-08,5.3132266483e+02,4.0000000000e+00,2.2293496514e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9402917881e-01,1.8203556820e-02,7.8775609027e-01,8.1685294443e-02,1.5551744787e-04,1.7813713235e-15,5.0756536264e-02,9.6653286050e-03,1.5924761004e-08,5.1777617262e-02,4.2296594362e-08,5.3171764045e+02,4.0000000000e+00,2.2295813665e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9401664455e-01,1.8190860453e-02,7.8705637687e-01,8.2473614729e-02,1.5540772823e-04,1.7733909550e-15,5.0732290493e-02,9.6561689537e-03,1.5817975115e-08,5.1735222225e-02,4.2063378080e-08,5.3211533833e+02,4.0000000000e+00,2.2298145951e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9400337695e-01,1.8178124193e-02,7.8635277331e-01,8.3266513811e-02,1.5529772853e-04,1.7654691715e-15,5.0707714367e-02,9.6469534327e-03,1.5712103239e-08,5.1692564950e-02,4.1831956533e-08,5.3251633247e+02,4.0000000000e+00,2.2300496607e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9398929276e-01,1.8165327371e-02,7.8564395600e-01,8.4065480533e-02,1.5518726962e-04,1.7575915281e-15,5.0682761162e-02,9.6376643980e-03,1.5606940494e-08,5.1649565397e-02,4.1601892823e-08,5.3292141763e+02,4.0000000000e+00,2.2302870168e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9397430507e-01,1.8152444731e-02,7.8492835586e-01,8.4872282392e-02,1.5507613331e-04,1.7497415479e-15,5.0657373980e-02,9.6282809896e-03,1.5502257204e-08,5.1606128385e-02,4.1372693140e-08,5.3333153525e+02,4.0000000000e+00,2.2305272040e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9395832343e-01,1.8139447295e-02,7.8420420416e-01,8.5688914117e-02,1.5496406987e-04,1.7419013615e-15,5.0631487094e-02,9.6187797276e-03,1.5397807555e-08,5.1562146335e-02,4.1143825495e-08,5.3374774903e+02,4.0000000000e+00,2.2307708348e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9394125338e-01,1.8126302434e-02,7.8346953567e-01,8.6517594434e-02,1.5485079874e-04,1.7340518495e-15,5.0605025821e-02,9.6091345486e-03,1.5293331635e-08,5.1517499425e-02,4.0914724002e-08,5.3417124477e+02,4.0000000000e+00,2.2310185944e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9392299785e-01,1.8112973004e-02,7.8272214892e-01,8.7360811309e-02,1.5473600119e-04,1.7261722954e-15,5.0577904824e-02,9.5993162983e-03,1.5188551453e-08,5.1472053120e-02,4.0684779564e-08,5.3460335395e+02,4.0000000000e+00,2.2312712543e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9390349163e-01,1.8099415228e-02,7.8195960296e-01,8.8221328023e-02,1.5461930229e-04,1.7182400053e-15,5.0550027680e-02,9.5892928894e-03,1.5083172026e-08,5.1425657725e-02,4.0453337260e-08,5.3504554322e+02,4.0000000000e+00,2.2315296750e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9388268052e-01,1.8085579457e-02,7.8117919379e-01,8.9102209076e-02,1.5450027749e-04,1.7102304928e-15,5.0521285669e-02,9.5790288718e-03,1.4976880607e-08,5.1378147010e-02,4.0219697131e-08,5.3549943859e+02,4.0000000000e+00,2.2317948151e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9386043529e-01,1.8071396921e-02,7.8037700632e-01,9.0007887475e-02,1.5437833866e-04,1.7021089209e-15,5.0491522108e-02,9.5684726086e-03,1.4869223668e-08,5.1329280726e-02,3.9982851001e-08,5.3596740605e+02,4.0000000000e+00,2.2320680570e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9383658659e-01,1.8056580131e-02,7.7953770309e-01,9.0955719698e-02,1.5425102093e-04,1.6937250651e-15,5.0460147409e-02,9.5574237231e-03,1.4758274691e-08,5.1278119780e-02,3.9738500878e-08,5.3645840777e+02,4.0000000000e+00,2.2323547026e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9381097585e-01,1.8041311015e-02,7.7867029012e-01,9.1935539001e-02,1.5411989323e-04,1.6851842187e-15,5.0427475066e-02,9.5459983542e-03,1.4645383305e-08,5.1225211766e-02,3.9489644863e-08,5.3696748405e+02,4.0000000000e+00,2.2326517706e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9378347655e-01,1.8025523723e-02,7.7777104616e-01,9.2951573792e-02,1.5398439607e-04,1.6764585597e-15,5.0393343782e-02,9.5341473764e-03,1.4530201351e-08,5.1170326359e-02,3.9235491903e-08,5.3749695811e+02,4.0000000000e+00,2.2329606233e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9375396186e-01,1.8009149209e-02,7.7683610109e-01,9.4008226469e-02,1.5384394386e-04,1.6675206186e-15,5.0357582136e-02,9.5218197301e-03,1.4412390816e-08,5.1113223390e-02,3.8975267145e-08,5.3804926713e+02,4.0000000000e+00,2.2332826927e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9372230951e-01,1.7992117720e-02,7.7586157777e-01,9.5109913467e-02,1.5369794629e-04,1.6583447403e-15,5.0320013710e-02,9.5089642889e-03,1.4291643170e-08,5.1053661458e-02,3.8708254612e-08,5.3862688131e+02,4.0000000000e+00,2.2336194331e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9368840201e-01,1.7974359183e-02,7.7484361368e-01,9.6261040963e-02,1.5354581169e-04,1.6489073316e-15,5.0280457748e-02,9.4955301444e-03,1.4167682483e-08,5.0991399230e-02,3.8433804256e-08,5.3923229378e+02,4.0000000000e+00,2.2339723163e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9365213520e-01,1.7955806279e-02,7.7377854590e-01,9.7465795938e-02,1.5338697328e-04,1.6391885331e-15,5.0238736288e-02,9.4814690644e-03,1.4040287562e-08,5.0926206721e-02,3.8151380963e-08,5.3986791198e+02,4.0000000000e+00,2.2343427682e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9361342123e-01,1.7936394898e-02,7.7266294390e-01,9.8728109035e-02,1.5322089307e-04,1.6291723835e-15,5.0194675606e-02,9.4667359392e-03,1.3909293902e-08,5.0857867316e-02,3.7860569278e-08,5.4053603852e+02,4.0000000000e+00,2.2347321587e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9357219536e-01,1.7916066773e-02,7.7149376502e-01,1.0005147830e-01,1.5304708416e-04,1.6188480261e-15,5.0148112672e-02,9.4512908489e-03,1.3774609013e-08,5.0786187327e-02,3.7561108117e-08,5.4123877801e+02,4.0000000000e+00,2.2351417473e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9352842191e-01,1.7894771226e-02,7.7026846123e-01,1.0143884780e-01,1.5286512551e-04,1.6082103375e-15,5.0098899987e-02,9.4351004887e-03,1.3636219939e-08,5.0711002617e-02,3.7252908478e-08,5.4197797105e+02,4.0000000000e+00,2.2355726457e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9348210427e-01,1.7872469138e-02,7.6898521054e-01,1.0289234461e-01,1.5267469551e-04,1.5972615019e-15,5.0046915781e-02,9.4181412425e-03,1.3494212669e-08,5.0632192930e-02,3.6936098112e-08,5.4275505093e+02,4.0000000000e+00,2.2360257340e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9343303501e-01,1.7849152772e-02,7.6764318109e-01,1.0441296257e-01,1.5247574088e-04,1.5860159483e-15,4.9992076219e-02,9.4004011991e-03,1.3348794583e-08,5.0549699819e-02,3.6611105707e-08,5.4357098531e+02,4.0000000000e+00,2.2365015660e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9338133193e-01,1.7824696078e-02,7.6623647001e-01,1.0600747678e-01,1.5226719929e-04,1.5744404628e-15,4.9934085986e-02,9.3818043504e-03,1.3199637443e-08,5.0463149495e-02,3.6277097610e-08,5.4442965829e+02,4.0000000000e+00,2.2370025187e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9332748582e-01,1.7799099108e-02,7.6476676511e-01,1.0767406954e-01,1.5204908444e-04,1.5625647455e-15,4.9872958092e-02,9.3623755944e-03,1.3047239296e-08,5.0372633871e-02,3.5935077408e-08,5.4533033264e+02,4.0000000000e+00,2.2375282981e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9327186438e-01,1.7772464031e-02,7.6324059374e-01,1.0940541110e-01,1.5182227868e-04,1.5504590188e-15,4.9808912176e-02,9.3422021200e-03,1.2892563547e-08,5.0278545450e-02,3.5587141279e-08,5.4626941816e+02,4.0000000000e+00,2.2380768746e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9321466900e-01,1.7744377213e-02,7.6163764971e-01,1.1122466692e-01,1.5158327180e-04,1.5379724307e-15,4.9741036326e-02,9.3210210104e-03,1.2733869906e-08,5.0179616963e-02,3.5229205191e-08,5.4725955764e+02,4.0000000000e+00,2.2386558945e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9315612523e-01,1.7715471814e-02,7.5999113253e-01,1.1309416521e-01,1.5133746451e-04,1.5253939185e-15,4.9670685150e-02,9.2992657990e-03,1.2574729619e-08,5.0077893962e-02,3.4869392206e-08,5.4828115774e+02,4.0000000000e+00,2.2392537170e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9309659238e-01,1.7685924976e-02,7.5831126253e-01,1.1500233439e-01,1.5108636717e-04,1.5128096166e-15,4.9598269217e-02,9.2770717412e-03,1.2416242658e-08,4.9974003227e-02,3.4510179190e-08,5.4932822669e+02,4.0000000000e+00,2.2398668626e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9303642628e-01,1.7655912396e-02,7.5660812828e-01,1.1693773298e-01,1.5083147353e-04,1.5002982327e-15,4.9524209469e-02,9.2545723721e-03,1.2259397449e-08,4.9868566003e-02,3.4153812499e-08,5.5039474627e+02,4.0000000000e+00,2.2404918277e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9297595463e-01,1.7625617192e-02,7.5489205868e-01,1.1888862496e-01,1.5057433652e-04,1.4879345933e-15,4.9448952918e-02,9.2319041832e-03,1.2105111536e-08,4.9762221207e-02,3.3802402623e-08,5.5147444844e+02,4.0000000000e+00,2.2411249456e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9291545959e-01,1.7595218742e-02,7.5317300500e-01,1.2084368329e-01,1.5031647380e-04,1.4757854883e-15,4.9372944972e-02,9.2091984714e-03,1.1954182183e-08,4.9655587032e-02,3.3457808763e-08,5.5256119718e+02,4.0000000000e+00,2.2417626100e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9285519007e-01,1.7564881596e-02,7.5146001879e-01,1.2279258755e-01,1.5005927419e-04,1.4639064217e-15,4.9296604533e-02,9.1865746059e-03,1.1807253215e-08,4.9549228106e-02,3.3121555841e-08,5.5364931088e+02,4.0000000000e+00,2.2424014725e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9279529461e-01,1.7534759396e-02,7.4976126213e-01,1.2472601144e-01,1.4980403189e-04,1.4523435021e-15,4.9220322034e-02,9.1641397841e-03,1.1664832796e-08,4.9443656115e-02,3.2794878270e-08,5.5473359685e+02,4.0000000000e+00,2.2430384476e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9273585986e-01,1.7504959340e-02,7.4808233236e-01,1.2663753901e-01,1.4955164582e-04,1.4411221614e-15,4.9144380970e-02,9.1419674494e-03,1.1527171665e-08,4.9339224613e-02,3.2478424703e-08,5.5581040072e+02,4.0000000000e+00,2.2436713535e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9267692829e-01,1.7475560074e-02,7.4642723396e-01,1.2852256265e-01,1.4930277229e-04,1.4302555248e-15,4.9068997493e-02,9.1201100412e-03,1.1394368514e-08,4.9236188842e-02,3.2172495984e-08,5.5687702532e+02,4.0000000000e+00,2.2442985696e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9261034551e-01,1.7447087846e-02,7.4479883742e-01,1.3037728578e-01,1.4906189346e-04,1.4198410383e-15,4.8994343702e-02,9.0985602545e-03,1.1266497073e-08,4.9134779357e-02,3.1878207901e-08,5.5793492637e+02,4.0000000000e+00,2.2449190192e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9254059685e-01,1.7419309640e-02,7.4319832889e-01,1.3220057427e-01,1.4882700688e-04,1.4098196863e-15,4.8920507455e-02,9.0773584618e-03,1.1143380914e-08,4.9035050942e-02,3.1594721292e-08,5.5898124618e+02,4.0000000000e+00,2.2455320392e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9247166616e-01,1.7391580417e-02,7.4160465118e-01,1.3401667178e-01,1.4859262605e-04,1.3999932674e-15,4.8846540029e-02,9.0562526850e-03,1.1023189140e-08,4.8935668345e-02,3.1317340057e-08,5.6002754249e+02,4.0000000000e+00,2.2461455262e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9240333105e-01,1.7364232709e-02,7.4003384058e-01,1.3580722333e-01,1.4836156016e-04,1.3904617668e-15,4.8773208645e-02,9.0354503625e-03,1.0906995407e-08,4.8837640267e-02,3.1048679981e-08,5.6106357122e+02,4.0000000000e+00,2.2467532532e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9233546911e-01,1.7337337032e-02,7.3848899485e-01,1.3756864726e-01,1.4813439894e-04,1.3812354579e-15,4.8700686956e-02,9.0149911149e-03,1.0794855416e-08,4.8741166206e-02,3.0788944402e-08,5.6208721073e+02,4.0000000000e+00,2.2473539022e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9226794897e-01,1.7310863063e-02,7.3696812407e-01,1.3930317569e-01,1.4791087953e-04,1.3722920623e-15,4.8628909409e-02,8.9948483425e-03,1.0686458254e-08,4.8646126733e-02,3.0537462543e-08,5.6309960737e+02,4.0000000000e+00,2.2479481215e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9220063396e-01,1.7284772560e-02,7.3546883979e-01,1.4101350026e-01,1.4769067297e-04,1.3636081834e-15,4.8557788141e-02,8.9749902444e-03,1.0581485845e-08,4.8552376863e-02,3.0293539493e-08,5.6410219352e+02,4.0000000000e+00,2.2485367319e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9213338540e-01,1.7259021495e-02,7.3398847190e-01,1.4270263902e-01,1.4747340234e-04,1.3551600351e-15,4.8487218361e-02,8.9553813562e-03,1.0479621371e-08,4.8459753342e-02,3.0056476164e-08,5.6509661470e+02,4.0000000000e+00,2.2491206841e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9206606523e-01,1.7233561868e-02,7.3252416731e-01,1.4437382365e-01,1.4725865794e-04,1.3469240045e-15,4.8417083039e-02,8.9359838516e-03,1.0380555628e-08,4.8368080825e-02,2.9825584569e-08,5.6608466697e+02,4.0000000000e+00,2.2497010217e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9199853723e-01,1.7208342804e-02,7.3107294895e-01,1.4603043208e-01,1.4704600656e-04,1.3388769516e-15,4.8347255799e-02,8.9167583180e-03,1.0283990163e-08,4.8277175581e-02,2.9600195675e-08,5.6706825950e+02,4.0000000000e+00,2.2502788587e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9193066785e-01,1.7183311417e-02,7.2963176103e-01,1.4767593648e-01,1.4683499868e-04,1.3309964131e-15,4.8277603214e-02,8.8976643525e-03,1.0189639270e-08,4.8186848360e-02,2.9379664594e-08,5.6804938560e+02,4.0000000000e+00,2.2508553628e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9186232667e-01,1.7158413384e-02,7.2819749907e-01,1.4931386890e-01,1.4662517331e-04,1.3232607106e-15,4.8207986385e-02,8.8786609556e-03,1.0097230878e-08,4.8096906288e-02,2.9163373149e-08,5.6903010338e+02,4.0000000000e+00,2.2514317435e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9179338654e-01,1.7133593307e-02,7.2676702834e-01,1.5094779994e-01,1.4641606095e-04,1.3156489924e-15,4.8138261983e-02,8.8597067739e-03,1.0006506686e-08,4.8007154054e-02,2.8950730637e-08,5.7001252396e+02,4.0000000000e+00,2.2520092451e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9172372358e-01,1.7108794975e-02,7.2533719654e-01,1.5258132408e-01,1.4620718577e-04,1.3081412465e-15,4.8068282989e-02,8.8407602663e-03,9.9172219761e-09,4.7917394728e-02,2.8741173822e-08,5.7099880355e+02,4.0000000000e+00,2.2525891421e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9165321706e-01,1.7083961458e-02,7.2390483838e-01,1.5421805428e-01,1.4599806636e-04,1.3007182722e-15,4.7997899046e-02,8.8217797645e-03,9.8291450180e-09,4.7827430067e-02,2.8534165861e-08,5.7199114089e+02,4.0000000000e+00,2.2531727374e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9158174919e-01,1.7059035186e-02,7.2246677868e-01,1.5586161832e-01,1.4578821636e-04,1.2933616515e-15,4.7926956711e-02,8.8027235136e-03,9.7420564709e-09,4.7737060727e-02,2.8329195232e-08,5.7299177602e+02,4.0000000000e+00,2.2537613618e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9150793929e-01,1.7034030170e-02,7.2101988790e-01,1.5751552219e-01,1.4557776166e-04,1.2860669969e-15,4.7855303280e-02,8.7835437224e-03,9.6557613841e-09,4.7646096626e-02,2.8125924529e-08,5.7400350364e+02,4.0000000000e+00,2.2543563822e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9143220644e-01,1.7008857208e-02,7.1956095663e-01,1.5918347029e-01,1.4536594653e-04,1.2788116107e-15,4.7782778301e-02,8.7642011219e-03,9.5700580531e-09,4.7554332439e-02,2.7923824308e-08,5.7502842978e+02,4.0000000000e+00,2.2549591810e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9135525843e-01,1.6983007753e-02,7.1806681684e-01,1.6089207132e-01,1.4514847796e-04,1.2714627563e-15,4.7708220068e-02,8.7443988487e-03,9.4836005047e-09,4.7460298914e-02,2.7719534424e-08,5.7608223011e+02,4.0000000000e+00,2.2555794379e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9127689108e-01,1.6956768845e-02,7.1655122317e-01,1.6262555903e-01,1.4492777848e-04,1.2641001994e-15,4.7632304579e-02,8.7243147096e-03,9.3972319445e-09,4.7364864411e-02,2.7515124521e-08,5.7715587998e+02,4.0000000000e+00,2.2562116502e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9119699837e-01,1.6930130766e-02,7.1501347505e-01,1.6438474069e-01,1.4470376709e-04,1.2567228127e-15,4.7554989546e-02,8.7039393012e-03,9.3109352468e-09,4.7267983696e-02,2.7310556636e-08,5.7825013265e+02,4.0000000000e+00,2.2568562629e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9111546814e-01,1.6903019477e-02,7.1344968843e-01,1.6617407644e-01,1.4447582074e-04,1.2493129618e-15,4.7476071180e-02,8.6832219058e-03,9.2245190997e-09,4.7169409854e-02,2.7105363570e-08,5.7936796690e+02,4.0000000000e+00,2.2575150706e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9103208162e-01,1.6875223063e-02,7.1184890577e-01,1.6800614137e-01,1.4424215573e-04,1.2418183461e-15,4.7394983704e-02,8.6620195338e-03,9.1374207563e-09,4.7068447802e-02,2.6898166802e-08,5.8051739327e+02,4.0000000000e+00,2.2581929015e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9094552033e-01,1.6845068822e-02,7.1012523739e-01,1.6997946770e-01,1.4398869011e-04,1.2338173064e-15,4.7307333433e-02,8.6392116637e-03,9.0451144174e-09,4.6959656015e-02,2.6677872041e-08,5.8175953083e+02,4.0000000000e+00,2.2589265932e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9091150132e-01,1.6798021186e-02,7.0771617097e-01,1.7274316405e-01,1.4359260033e-04,1.2219576899e-15,4.7184186956e-02,8.6077917560e-03,8.9180510064e-09,4.6807036642e-02,2.6366172572e-08,5.8346756966e+02,4.0000000000e+00,2.2599564324e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9092936509e-01,1.6781539835e-02,7.0695472966e-01,1.7361850688e-01,1.4345365218e-04,1.2179734887e-15,4.7145103754e-02,8.5980108505e-03,8.8783006550e-09,4.6758619668e-02,2.6265947521e-08,5.8399733466e+02,4.0000000000e+00,2.2602827604e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9094723947e-01,1.6765939456e-02,7.0623639810e-01,1.7444441431e-01,1.4332213262e-04,1.2142264725e-15,4.7108172944e-02,8.5887882646e-03,8.8410556778e-09,4.6712929221e-02,2.6171886925e-08,5.8449770125e+02,4.0000000000e+00,2.2605913059e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9096541271e-01,1.6752148840e-02,7.0560800113e-01,1.7516712073e-01,1.4320585911e-04,1.2109402173e-15,4.7075816872e-02,8.5807336626e-03,8.8086627371e-09,4.6672937456e-02,2.6089799242e-08,5.8493516438e+02,4.0000000000e+00,2.2608617191e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9098538214e-01,1.6739364851e-02,7.0503405335e-01,1.7582744397e-01,1.4309805507e-04,1.2079194481e-15,4.7046223588e-02,8.5733944369e-03,8.7792207052e-09,4.6636386405e-02,2.6014848966e-08,5.8533393529e+02,4.0000000000e+00,2.2611090695e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9100554746e-01,1.6727818240e-02,7.0452151073e-01,1.7641729042e-01,1.4300067387e-04,1.2052101355e-15,4.7019763996e-02,8.5668525045e-03,8.7530464335e-09,4.6603728185e-02,2.5947977036e-08,5.8568957916e+02,4.0000000000e+00,2.2613302641e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9102541809e-01,1.6717156377e-02,7.0405167827e-01,1.7695809385e-01,1.4291074838e-04,1.2027221992e-15,4.6995483005e-02,8.5608628866e-03,8.7291537222e-09,4.6573779688e-02,2.5886783218e-08,5.8601544422e+02,4.0000000000e+00,2.2615332973e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9104545950e-01,1.6706863619e-02,7.0360047135e-01,1.7747753958e-01,1.4282393248e-04,1.2003317355e-15,4.6972141278e-02,8.5551156743e-03,8.7062998528e-09,4.6545009481e-02,2.5828139611e-08,5.8632838999e+02,4.0000000000e+00,2.2617285339e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9106629206e-01,1.6696525173e-02,7.0314919278e-01,1.7799713869e-01,1.4273672869e-04,1.1979412072e-15,4.6948773236e-02,8.5493716280e-03,8.6835325315e-09,4.6516226753e-02,2.5769623212e-08,5.8664145171e+02,4.0000000000e+00,2.2619240533e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9108647397e-01,1.6686569384e-02,7.0271497680e-01,1.7849712464e-01,1.4265275406e-04,1.1956471147e-15,4.6926268001e-02,8.5438455277e-03,8.6617144578e-09,4.6488527969e-02,2.5713509077e-08,5.8694300899e+02,4.0000000000e+00,2.2621124358e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9110589960e-01,1.6676956859e-02,7.0229559448e-01,1.7898004920e-01,1.4257167738e-04,1.1934388527e-15,4.6904512544e-02,8.5385079189e-03,8.6407247494e-09,4.6461772468e-02,2.5659507448e-08,5.8723466003e+02,4.0000000000e+00,2.2622946272e+22,0.0000000000e+00
S2_m5_IWp4_fixed,4.9112627510e-01,1.6667010162e-02,7.0186239445e-01,1.7947892595e-01,1.4248778237e-04,1.1911619088e-15,4.6882020406e-02,8.5329960624e-03,8.6191261512e-09,4.6434130418e-02,2.5603888745e-08,5.8753616064e+02,4.0000000000e+00,2.2624830626e+22,0.0000000000e+00
